,name,price,original_price,location,seller_name,brand,num_colors,rating_score,link_item,vouchers,categories
17,"Máy đọc sách Boox Nova 3 Boox Nova 3 Color - Likenew, kèm bút",4590000,4590000,Vietnam,Tech Reader - Đọc sách kiểu Hitech,No Brand,4,,https://www.lazada.vn/products/may-doc-sach-boox-nova-3-boox-nova-3-color-likenew-kem-but-i3036260554.html,[],"[4402, 4519]"
18,"Máy đọc sách Bigme B751 Bigme Pocketnote 2 - Likenew, Màn hình Carta 1200 7inch hỗ trợ bút ghi chú",5490000,5490000,Vietnam,Tech Reader - Đọc sách kiểu Hitech,No Brand,2,,https://www.lazada.vn/products/may-doc-sach-bigme-b751-bigme-pocketnote-2-likenew-man-hinh-carta-1200-7inch-ho-tro-but-ghi-chu-i3036255592.html,[],"[4402, 4519]"
19,Boox Note X3 Boox Note Air 3 đen trắng Likenew - Hàng nhập khẩu Tặng kèm bút bao da chính hãng,8590000,8590000,Vietnam,Tech Reader - Đọc sách kiểu Hitech,No Brand,2,,https://www.lazada.vn/products/boox-note-x3-boox-note-air-3-den-trang-likenew-hang-nhap-khau-tang-kem-but-bao-da-chinh-hang-i3036242372.html,[],"[4402, 4519]"
20,Máy tính bảng OPPO PAD  11 inch Snaρdragon 870 rom tiếng Việt   kèm sạc 33W likenew,5499000,5499000,Vietnam,HAshop-Techtown,No Brand,7,,https://www.lazada.vn/products/may-tinh-bang-oppo-pad-11-inch-snadragon-870-rom-tieng-viet-kem-sac-33w-likenew-i3036190503.html,[],"[4402, 4519]"
21,"Máy đọc sách Boox Poke 4 Poke4 300ppi - Likenew tặng kèm ốp, giao diện Tiếng Việt",2790000,2790000,Vietnam,Tech Reader - Đọc sách kiểu Hitech,No Brand,2,,https://www.lazada.vn/products/may-doc-sach-boox-poke-4-poke4-300ppi-likenew-tang-kem-op-giao-dien-tieng-viet-i3036190502.html,[],"[4402, 4519]"
22,"Máy đọc sách Onyx Boox Note 2 - Likenew tặng kèm bút, cover",5350000,5350000,Vietnam,Tech Reader - Đọc sách kiểu Hitech,No Brand,0,,https://www.lazada.vn/products/may-doc-sach-onyx-boox-note-2-likenew-tang-kem-but-cover-i3036181848.html,[],"[4402, 4519]"
23,Boox Note X2 Boox Note Air 2 plus Likenew - Hàng nhập khẩu Tặng kèm bút bao da chính hãng,7250000,7250000,Vietnam,Tech Reader - Đọc sách kiểu Hitech,No Brand,2,,https://www.lazada.vn/products/boox-note-x2-boox-note-air-2-plus-likenew-hang-nhap-khau-tang-kem-but-bao-da-chinh-hang-i3036163957.html,[],"[4402, 4519]"
24,Máy tính bảng KHÔNG PIN Lenovo Tab E7 TB-7104I bán giá linh kiện cho Kỹ thuật hoặc thây màn hình,90000,90000,Vietnam,Ecolap,Lenovo,0,5.0,https://www.lazada.vn/products/may-tinh-bang-khong-pin-lenovo-tab-e7-tb-7104i-ban-gia-linh-kien-cho-ky-thuat-hoac-thay-man-hinh-i3029549916.html,[],"[4402, 4519]"
25,Máy tinh bảng Microsoft suface go 1824.pentum 4415y.ram 4g.ssd 64g.hinh thức đẹp 90%,2650000,2650000,Vietnam,Japanese home appliance store,Microsoft,0,,https://www.lazada.vn/products/may-tinh-bang-microsoft-suface-go-1824pentum-4415yram-4gssd-64ghinh-thuc-dep-90-i3029379396.html,[],"[4402, 4519]"
26,Máy tính bảng kiêm Laptop 2in1 Lenovo D330 Windows 10 Office pin trâu 11 tiếng ngang Surface,2550000,2550000,Vietnam,Laptop Giá Sỉ Chính Hãng,Lenovo,0,,https://www.lazada.vn/products/may-tinh-bang-kiem-laptop-2in1-lenovo-d330-windows-10-office-pin-trau-11-tieng-ngang-surface-i3024655165.html,[],"[4402, 4519]"
